name,content,date_created,id,author,contentJson,num_retweets,in_reply_to_screen_name,type,lang,query_candidate,source_file,rt_source,rt_source_id,is_retweet,is_reply_or_mention,cleaned_content,topic_content,author_followers,author_friends,author_statuses,author_created_at
musuhzionis,"@Resty_J_Cayah jangan gitulah, demiAllah isi hati yg paling dalem gue ada perasaan sedih liat pak Prabowo waktu blusukan yg jalannya harus ditopang orang lain. Beliau udah harusnya istirahat",2024-01-04 18:00:07+00:00,tw-1742969167593234810,"{""flw_cnt"":4,""scr_name"":""musuhzionis"",""username"":""musuhzionis"",""created_at"":""2023-10-29T15:37:11Z"",""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1728450575719956480/Hv7WCA9j_normal.jpg"",""sts_cnt"":440,""name"":""ha?"",""loc"":"""",""frn_cnt"":6,""id"":""1718653163186839552""}","{""entities"":{""hashtags"":[]},""reply_cnt"":0,""user"":{""username"":""musuhzionis"",""scr_name"":""musuhzionis"",""flw_cnt"":4,""image"":""https://pbs.twimg.com/profile_images/1728450575719956480/Hv7WCA9j_normal.jpg"",""created_at"":""2023-10-29T15:37:11Z"",""lst_cnt"":0,""name"":""ha?"",""sts_cnt"":440,""id"":""1718653163186839552"",""loc"":"""",""frn_cnt"":6},""url"":""https://twitter.com/musuhzionis/status/1742969167593234810"",""rt_cnt"":0,""fav_cnt"":1,""source"":null,""quote_cnt"":0}",0,Resty_J_Cayah,twit,id,prabowo,data-twit-prabowo.json,,,False,True,"@Resty_J_Cayah jangan gitulah, demiAllah isi hati yg paling dalem gue ada perasaan sedih liat pak Prabowo waktu blusukan yg jalannya harus ditopang orang lain. Beliau udah harusnya istirahat",jangan gitulah demiallah isi hati paling dalem gue ada perasaan sedih liat pak prabowo waktu blusukan jalannya harus ditopang orang lain beliau udah harusnya istirahat,4,6,440,2023-10-29 15:37:11+00:00
khansa_lily,"RT Bu Atikoh ini tetap cantik ya ? Padahal usianya udah 52 tahun.

Hebat nyarinya pak Ganjar.. ðð https://t.co/1idYO140k7 [RE Dennysiregar7]",2024-01-04 18:00:11+00:00,tw-1742969186585043194,"{""id"":""1715813248463949824"",""username"":""khansa_lily"",""lst_cnt"":0,""sts_cnt"":564,""flw_cnt"":6,""image"":""https://pbs.twimg.com/profile_images/1715813398074814464/xBJ3bAwo_normal.png"",""loc"":"""",""frn_cnt"":8,""scr_name"":""khansa_lily"",""name"":""Lily Khansa"",""created_at"":""2023-10-21T19:32:46Z""}","{""rt_status"":{""id"":""1742836592900014259"",""screen_name"":""Dennysiregar7"",""user_id"":""4780649298""},""user"":{""username"":""khansa_lily"",""id"":""1715813248463949824"",""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1715813398074814464/xBJ3bAwo_normal.png"",""flw_cnt"":6,""sts_cnt"":564,""scr_name"":""khansa_lily"",""name"":""Lily Khansa"",""frn_cnt"":8,""loc"":"""",""created_at"":""2023-10-21T19:32:46Z""},""url"":""https://pbs.twimg.com/media/GC_MpT2bcAA3PHu?format=jpg&name=orig"",""bookmark_cnt"":7,""fav_cnt"":2024,""view_cnt"":110309,""reply_cnt"":648,""entities"":{""hashtags"":[],""media"":[{""media_url_https"":""https://pbs.twimg.com/media/GC_MpT2bcAA3PHu?format=jpg&name=orig"",""type"":""image""}]},""source"":null,""quote_cnt"":30,""rt_cnt"":487}",487,Dennysiregar7,twit,id,ganjar,data-twit-ganjar.json,Dennysiregar7,1742836592900014259,True,True,Bu Atikoh ini tetap cantik ya ? Padahal usianya udah 52 tahun. Hebat nyarinya pak Ganjar.. ðð,atikoh ini tetap cantik padahal usianya udah tahun hebat nyarinya pak ganjar,6,8,564,2023-10-21 19:32:46+00:00
deabrhedaha,RT Keren Acara Desak Anies menjadi tren disemua kalangan ð https://t.co/SjBWxsl2tr [RE Gojekmilitan],2024-01-04 18:00:11+00:00,tw-1742969185016373288,"{""lst_cnt"":1,""frn_cnt"":4330,""created_at"":""2013-09-07T05:39:05Z"",""name"":""DeaRatnaDumilah"",""loc"":""Jabar"",""sts_cnt"":80479,""image"":""https://pbs.twimg.com/profile_images/1697416804308766721/VKodODBC_normal.jpg"",""username"":""deabrhedaha"",""scr_name"":""deabrhedaha"",""id"":""1741320050"",""flw_cnt"":4152}","{""entities"":{""media"":[{""type"":""video"",""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742900462867845120/pu/img/D8_4kRJFDiopDKoX.jpg""}],""hashtags"":[]},""reply_cnt"":8,""source"":null,""user"":{""frn_cnt"":4330,""lst_cnt"":1,""created_at"":""2013-09-07T05:39:05Z"",""image"":""https://pbs.twimg.com/profile_images/1697416804308766721/VKodODBC_normal.jpg"",""sts_cnt"":80479,""loc"":""Jabar"",""name"":""DeaRatnaDumilah"",""id"":""1741320050"",""flw_cnt"":4152,""scr_name"":""deabrhedaha"",""username"":""deabrhedaha""},""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742900462867845120/pu/img/D8_4kRJFDiopDKoX.jpg"",""rt_cnt"":177,""bookmark_cnt"":2,""rt_status"":{""user_id"":""1249004237004009474"",""screen_name"":""Gojekmilitan"",""id"":""1742900602278215735""},""view_cnt"":6504,""fav_cnt"":378,""quote_cnt"":8}",177,Gojekmilitan,twit,id,anies,data-twit-anies.json,Gojekmilitan,1742900602278215735,True,True,Keren Acara Desak Anies menjadi tren disemua kalangan ð,keren acara desak anies menjadi tren disemua kalangan,4152,4330,80479,2013-09-07 05:39:05+00:00
darman_rombe,"RT Koperasi Garudayaksa Nusantara adalah koperasi milik Prabowo, yang menampung uang haram bancakan Kredit Rakyat BPR untuk kampanye.
#StopPrabowo #AsalBukanPrabowo #TolakCapresPenculik 
https://t.co/yqeaLvlRZN [RE anneserlo]",2024-01-04 18:00:11+00:00,tw-1742969185439998110,"{""frn_cnt"":987,""loc"":"""",""id"":""1413528887816953857"",""sts_cnt"":2955,""name"":""Armani bro"",""image"":""https://pbs.twimg.com/profile_images/1514176958879649792/jGh1h-g1_normal.jpg"",""created_at"":""2021-07-09T16:02:37Z"",""lst_cnt"":0,""flw_cnt"":609,""username"":""darman_rombe"",""scr_name"":""darman_rombe""}","{""rt_status"":{""screen_name"":""anneserlo"",""id"":""1742906652645597473"",""user_id"":""1719885887662874624""},""source"":null,""quote_cnt"":0,""fav_cnt"":0,""rt_cnt"":3,""url"":""https://twitter.com/darman_rombe/status/1742969185439998110"",""entities"":{""hashtags"":[]},""reply_cnt"":0,""user"":{""flw_cnt"":609,""username"":""darman_rombe"",""scr_name"":""darman_rombe"",""image"":""https://pbs.twimg.com/profile_images/1514176958879649792/jGh1h-g1_normal.jpg"",""lst_cnt"":0,""created_at"":""2021-07-09T16:02:37Z"",""sts_cnt"":2955,""name"":""Armani bro"",""loc"":"""",""frn_cnt"":987,""id"":""1413528887816953857""}}",3,anneserlo,twit,id,prabowo,data-twit-prabowo.json,anneserlo,1742906652645597473,True,True,"Koperasi Garudayaksa Nusantara adalah koperasi milik Prabowo, yang menampung uang haram bancakan Kredit Rakyat BPR untuk kampanye. #StopPrabowo #AsalBukanPrabowo #TolakCapresPenculik",koperasi garudayaksa nusantara adalah koperasi milik prabowo yang menampung uang haram bancakan kredit rakyat bpr untuk kampanye stopprabowo asalbukanprabowo tolakcaprespenculik,609,987,2955,2021-07-09 16:02:37+00:00
SantiP150125,@faraahabidah @mfatahilahakbar Seorng pak prabowo tdk mungkin menggunakan fsilitas negara untuk kpentingan kampanye.malhan dia gunakan mobil pribadinya untuk dinas tuh gajinya ngga dia ambil tuh.malahan dia membebaskan wni aja dri uang pribadinya tuh yg miliyran.ente kadang2 ente,2024-01-04 18:00:13+00:00,tw-1742969193237209123,"{""id"":""1726763498708054016"",""frn_cnt"":29,""loc"":""Panakkukang, Indonesia"",""name"":""santifff"",""sts_cnt"":55,""image"":""https://pbs.twimg.com/profile_images/1732985594991751168/WcaLGsBP_normal.jpg"",""created_at"":""2023-11-21T00:45:04Z"",""lst_cnt"":0,""username"":""SantiP150125"",""scr_name"":""SantiP150125"",""flw_cnt"":1}","{""rt_cnt"":0,""url"":""https://twitter.com/SantiP150125/status/1742969193237209123"",""fav_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]},""user"":{""scr_name"":""SantiP150125"",""username"":""SantiP150125"",""flw_cnt"":1,""lst_cnt"":0,""created_at"":""2023-11-21T00:45:04Z"",""image"":""https://pbs.twimg.com/profile_images/1732985594991751168/WcaLGsBP_normal.jpg"",""name"":""santifff"",""sts_cnt"":55,""id"":""1726763498708054016"",""loc"":""Panakkukang, Indonesia"",""frn_cnt"":29},""source"":null,""quote_cnt"":0}",0,faraahabidah,twit,id,prabowo,data-twit-prabowo.json,,,False,True,@faraahabidah @mfatahilahakbar Seorng pak prabowo tdk mungkin menggunakan fsilitas negara untuk kpentingan kampanye.malhan dia gunakan mobil pribadinya untuk dinas tuh gajinya ngga dia ambil tuh.malahan dia membebaskan wni aja dri uang pribadinya tuh yg miliyran.ente kadang2 ente,seorng pak prabowo tdk mungkin menggunakan fsilitas negara untuk kpentingan kampanye malhan dia gunakan mobil pribadinya untuk dinas tuh gajinya ngga dia ambil tuh malahan dia membebaskan wni aja dri uang pribadinya tuh miliyran ente kadang2 ente,1,29,55,2023-11-21 00:45:04+00:00
Leith_1st,"ð¤   Keakraban Ganjar Pranowo dengan keluarganya adalah bukti bahwa pemimpin yang mencintai keluarganya juga akan mencintai rakyatnya

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani",2024-01-04 18:00:13+00:00,tw-1742969195858481478,"{""created_at"":""2022-03-09T18:03:43Z"",""name"":""Ø§ÙÙÙØ« Ø§ÙØ§ÙÙ"",""scr_name"":""Leith_1st"",""frn_cnt"":74,""loc"":""ð¸ð¦"",""image"":""https://pbs.twimg.com/profile_images/1646650594784886785/USoUdiv5_normal.jpg"",""flw_cnt"":5,""sts_cnt"":342,""lst_cnt"":0,""username"":""Leith_1st"",""id"":""1501619674580144132""}","{""source"":null,""quote_cnt"":0,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]},""bookmark_cnt"":0,""fav_cnt"":0,""view_cnt"":1,""user"":{""image"":""https://pbs.twimg.com/profile_images/1646650594784886785/USoUdiv5_normal.jpg"",""sts_cnt"":342,""flw_cnt"":5,""lst_cnt"":0,""username"":""Leith_1st"",""id"":""1501619674580144132"",""created_at"":""2022-03-09T18:03:43Z"",""scr_name"":""Leith_1st"",""name"":""Ø§ÙÙÙØ« Ø§ÙØ§ÙÙ"",""loc"":""ð¸ð¦"",""frn_cnt"":74},""url"":""https://twitter.com/Leith_1st/status/1742969195858481478""}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,ð¤ Keakraban Ganjar Pranowo dengan keluarganya adalah bukti bahwa pemimpin yang mencintai keluarganya juga akan mencintai rakyatnya Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani,keakraban ganjar pranowo dengan keluarganya adalah bukti bahwa pemimpin yang mencintai keluarganya juga akan mencintai rakyatnya ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 petani bangga bertani,5,74,342,2022-03-09 18:03:43+00:00
kyrodave,"Ganjar Pranowo berhasil menciptakan keceriaan di panggung politik

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta",2024-01-04 18:00:14+00:00,tw-1742969197393588381,"{""id"":""1681635673986723841"",""username"":""kyrodave"",""lst_cnt"":0,""sts_cnt"":218,""flw_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""loc"":"""",""frn_cnt"":1,""scr_name"":""kyrodave"",""name"":""k"",""created_at"":""2023-07-19T12:02:55Z""}","{""url"":""https://twitter.com/kyrodave/status/1742969197393588381"",""user"":{""loc"":"""",""frn_cnt"":1,""scr_name"":""kyrodave"",""name"":""k"",""created_at"":""2023-07-19T12:02:55Z"",""flw_cnt"":0,""sts_cnt"":218,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""id"":""1681635673986723841"",""username"":""kyrodave"",""lst_cnt"":0},""view_cnt"":1,""fav_cnt"":0,""bookmark_cnt"":0,""entities"":{""hashtags"":[]},""reply_cnt"":0,""rt_cnt"":0,""quote_cnt"":0,""source"":null}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,Ganjar Pranowo berhasil menciptakan keceriaan di panggung politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta,ganjar pranowo berhasil menciptakan keceriaan panggung politik ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 guru ngaji satu juta,0,1,218,2023-07-19 12:02:55+00:00
Gauravt70260804,"GeiszChalifah dari awal gua dukung paslon no 3 udah paling benerÂ  sipalingganjar Â  GanjarMahfud2024Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu https://t.co/iqgAGifQ6D",2024-01-04 18:00:14+00:00,tw-1742969197162827993,"{""sts_cnt"":774,""loc"":""Surakarta, Jawa Tengah"",""id"":""877251943676215296"",""frn_cnt"":65,""username"":""Gauravt70260804"",""created_at"":""2017-06-20T19:48:56Z"",""flw_cnt"":4,""scr_name"":""Gauravt70260804"",""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""lst_cnt"":0,""name"":""Gaurav tiwari""}","{""entities"":{""hashtags"":[]},""fav_cnt"":0,""source"":null,""rt_cnt"":0,""url"":""https://twitter.com/Gauravt70260804/status/1742969197162827993"",""user"":{""created_at"":""2017-06-20T19:48:56Z"",""flw_cnt"":4,""scr_name"":""Gauravt70260804"",""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""lst_cnt"":0,""name"":""Gaurav tiwari"",""sts_cnt"":774,""loc"":""Surakarta, Jawa Tengah"",""id"":""877251943676215296"",""frn_cnt"":65,""username"":""Gauravt70260804""},""quote_cnt"":0,""reply_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,GeiszChalifah dari awal gua dukung paslon no 3 udah paling benerÂ sipalingganjar Â GanjarMahfud2024Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu,geiszchalifah dari awal gua dukung paslon udah paling bener sipalingganjar ganjarmahfud2024 ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 uang saku posyandu,4,65,774,2017-06-20 19:48:56+00:00
MJagustiar,"RT Prabowo Dukung IKN: Jangan Termakan Brain Wash Bahwa RI Negara Miskin

Jawab soal pembangunan IKN yang memakan anggaran negara secara besar, Prabowo menilai Indonesia memiliki anggaran tersebut dan mampu mengelolanya.

&gt;&gt; https://t.co/MHuZF6Btav

#detikPemilu #WaktunyaMilih [RE detikcom]",2024-01-04 18:00:14+00:00,tw-1742969199616737718,"{""name"":""M julyana agustiar"",""sts_cnt"":34633,""id"":""194871400"",""loc"":""dimana mana ada"",""frn_cnt"":196,""scr_name"":""MJagustiar"",""username"":""MJagustiar"",""flw_cnt"":317,""lst_cnt"":1,""created_at"":""2010-09-25T05:29:16Z"",""image"":""https://pbs.twimg.com/profile_images/1177405783236960256/zOQvDCb3_normal.jpg""}","{""quote_cnt"":0,""rt_status"":{""user_id"":""69183155"",""screen_name"":""detikcom"",""id"":""1742860926301221044""},""source"":null,""fav_cnt"":0,""url"":""https://twitter.com/MJagustiar/status/1742969199616737718"",""rt_cnt"":513,""user"":{""image"":""https://pbs.twimg.com/profile_images/1177405783236960256/zOQvDCb3_normal.jpg"",""created_at"":""2010-09-25T05:29:16Z"",""lst_cnt"":1,""flw_cnt"":317,""username"":""MJagustiar"",""scr_name"":""MJagustiar"",""frn_cnt"":196,""loc"":""dimana mana ada"",""id"":""194871400"",""sts_cnt"":34633,""name"":""M julyana agustiar""},""entities"":{""hashtags"":[]},""reply_cnt"":0}",513,detikcom,twit,id,prabowo,data-twit-prabowo.json,detikcom,1742860926301221044,True,True,"Prabowo Dukung IKN: Jangan Termakan Brain Wash Bahwa RI Negara Miskin Jawab soal pembangunan IKN yang memakan anggaran negara secara besar, Prabowo menilai Indonesia memiliki anggaran tersebut dan mampu mengelolanya. &gt;&gt; #detikPemilu #WaktunyaMilih",prabowo dukung ikn jangan termakan brain wash bahwa negara miskin jawab soal pembangunan ikn yang memakan anggaran negara secara besar prabowo menilai indonesia memiliki anggaran tersebut dan mampu mengelolanya detikpemilu waktunyamilih,317,196,34633,2010-09-25 05:29:16+00:00
haryazid,RT Tetap jaga pak Anies ... jangan sampai lengah . Ini udah ke 2 kalinya . Pak Anies menerima kekerasan dari penyusup . Jangan sampai ... ada yang berniat untuk membunuhnya https://t.co/DEUEj1XVvG [RE QianzyZ],2024-01-04 18:00:15+00:00,tw-1742969204654104867,"{""id"":""1081505432307347457"",""flw_cnt"":2177,""username"":""haryazid"",""scr_name"":""haryazid"",""name"":""Nak Rang Solok"",""loc"":""Kota Solok, Sumatera Barat"",""sts_cnt"":57740,""image"":""https://pbs.twimg.com/profile_images/1740258694242402304/OUFU5m1__normal.jpg"",""created_at"":""2019-01-05T10:59:23Z"",""lst_cnt"":0,""frn_cnt"":3433}","{""entities"":{""media"":[{""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742956003304562689/pu/img/IwLgVG0p7WQUoGBc.jpg"",""type"":""video""}],""hashtags"":[]},""source"":null,""reply_cnt"":22,""bookmark_cnt"":3,""view_cnt"":1834,""rt_status"":{""id"":""1742956087882703112"",""screen_name"":""QianzyZ"",""user_id"":""1450037307826860039""},""fav_cnt"":101,""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742956003304562689/pu/img/IwLgVG0p7WQUoGBc.jpg"",""rt_cnt"":68,""user"":{""lst_cnt"":0,""frn_cnt"":3433,""created_at"":""2019-01-05T10:59:23Z"",""loc"":""Kota Solok, Sumatera Barat"",""name"":""Nak Rang Solok"",""sts_cnt"":57740,""image"":""https://pbs.twimg.com/profile_images/1740258694242402304/OUFU5m1__normal.jpg"",""username"":""haryazid"",""scr_name"":""haryazid"",""id"":""1081505432307347457"",""flw_cnt"":2177},""quote_cnt"":5}",68,QianzyZ,twit,id,anies,data-twit-anies.json,QianzyZ,1742956087882703112,True,True,Tetap jaga pak Anies ... jangan sampai lengah . Ini udah ke 2 kalinya . Pak Anies menerima kekerasan dari penyusup . Jangan sampai ... ada yang berniat untuk membunuhnya,tetap jaga pak anies jangan sampai lengah ini udah kalinya pak anies menerima kekerasan dari penyusup jangan sampai ada yang berniat untuk membunuhnya,2177,3433,57740,2019-01-05 10:59:23+00:00
bhawiyuga,"RT Terima kasih Pak Anies karena selalu terus membuka ruang diskusi dengan rakyat miskin kampung kota, dan berani membuat berbagai terobosan di kota sesulit dan âseangkuhâ Jakarta, serta tetap mengikuti kaidah2 yg berlaku. [RE elisa_jkt]",2024-01-04 18:00:15+00:00,tw-1742969203819225153,"{""created_at"":""2009-10-31T12:19:32Z"",""frn_cnt"":639,""lst_cnt"":4,""id"":""86517090"",""flw_cnt"":325,""scr_name"":""bhawiyuga"",""username"":""bhawiyuga"",""sts_cnt"":1725,""image"":""https://pbs.twimg.com/profile_images/1201051848225869824/HYBSi7Sd_normal.jpg"",""loc"":""Malang, Jawa Timur"",""name"":""Adhitya Bhawiyuga""}","{""source"":null,""reply_cnt"":20,""entities"":{""hashtags"":[],""media"":[{""type"":""text""}]},""quote_cnt"":4,""rt_status"":{""user_id"":""44556194"",""screen_name"":""elisa_jkt"",""id"":""1742923204694553075""},""bookmark_cnt"":31,""view_cnt"":50820,""fav_cnt"":1815,""url"":""https://twitter.com/bhawiyuga/status/1742969203819225153"",""user"":{""flw_cnt"":325,""id"":""86517090"",""scr_name"":""bhawiyuga"",""username"":""bhawiyuga"",""image"":""https://pbs.twimg.com/profile_images/1201051848225869824/HYBSi7Sd_normal.jpg"",""sts_cnt"":1725,""loc"":""Malang, Jawa Timur"",""name"":""Adhitya Bhawiyuga"",""created_at"":""2009-10-31T12:19:32Z"",""frn_cnt"":639,""lst_cnt"":4},""rt_cnt"":523}",523,elisa_jkt,twit,id,anies,data-twit-anies.json,elisa_jkt,1742923204694553075,True,True,"Terima kasih Pak Anies karena selalu terus membuka ruang diskusi dengan rakyat miskin kampung kota, dan berani membuat berbagai terobosan di kota sesulit dan âseangkuhâ Jakarta, serta tetap mengikuti kaidah2 yg berlaku.",terima kasih pak anies karena selalu terus membuka ruang diskusi dengan rakyat miskin kampung kota dan berani membuat berbagai terobosan kota sesulit dan seangkuh jakarta serta tetap mengikuti kaidah2 berlaku,325,639,1725,2009-10-31 12:19:32+00:00
GabbarG50774637,"Sehat selalu pak

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu https://t.co/cCjd1CufUT",2024-01-04 18:00:15+00:00,tw-1742969202221171168,"{""created_at"":""2020-12-21T01:37:13Z"",""frn_cnt"":62,""loc"":""Surakarta, Jawa Tengah"",""name"":""Gabbar Gabbar"",""scr_name"":""GabbarG50774637"",""flw_cnt"":0,""sts_cnt"":871,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""lst_cnt"":0,""id"":""1340833599696728064"",""username"":""GabbarG50774637""}","{""user"":{""created_at"":""2020-12-21T01:37:13Z"",""frn_cnt"":62,""loc"":""Surakarta, Jawa Tengah"",""scr_name"":""GabbarG50774637"",""name"":""Gabbar Gabbar"",""flw_cnt"":0,""sts_cnt"":871,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""lst_cnt"":0,""id"":""1340833599696728064"",""username"":""GabbarG50774637""},""url"":""https://twitter.com/GabbarG50774637/status/1742969202221171168"",""bookmark_cnt"":0,""fav_cnt"":0,""view_cnt"":4,""reply_cnt"":0,""entities"":{""hashtags"":[]},""source"":null,""quote_cnt"":0,""rt_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,Sehat selalu pak Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu,sehat selalu pak ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 uang saku posyandu,0,62,871,2020-12-21 01:37:13+00:00
RahmatLaba9,"RT Luar biasa warga Ciamis ð

Saat menghadiri AM1ENKAN Ciamis pak Anies Baswedan disambut massa yang membludak. 

Semangat perubahan tak bisa dihentikan!

#AMINAjaDulu 
#AniesMuhaimin2024 https://t.co/YWXpxcKiUW [RE Mdy_Asmara1701]",2024-01-04 18:00:16+00:00,tw-1742969206969360791,"{""created_at"":""2022-04-11T01:02:04Z"",""frn_cnt"":375,""lst_cnt"":0,""scr_name"":""RahmatLaba9"",""username"":""RahmatLaba9"",""flw_cnt"":41,""id"":""1513321384940044288"",""image"":""https://pbs.twimg.com/profile_images/1513321762418982913/5cZ6Q0ki_normal.jpg"",""sts_cnt"":1491,""name"":""Rahmat Laba"",""loc"":""""}","{""entities"":{""hashtags"":[],""media"":[{""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742786096294236160/pu/img/sZUBBo8ubMBD6C72.jpg"",""type"":""video""}]},""reply_cnt"":16,""source"":null,""rt_cnt"":367,""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742786096294236160/pu/img/sZUBBo8ubMBD6C72.jpg"",""user"":{""name"":""Rahmat Laba"",""loc"":"""",""image"":""https://pbs.twimg.com/profile_images/1513321762418982913/5cZ6Q0ki_normal.jpg"",""sts_cnt"":1491,""id"":""1513321384940044288"",""flw_cnt"":41,""username"":""RahmatLaba9"",""scr_name"":""RahmatLaba9"",""lst_cnt"":0,""frn_cnt"":375,""created_at"":""2022-04-11T01:02:04Z""},""fav_cnt"":1008,""bookmark_cnt"":1,""rt_status"":{""id"":""1742786274430468474"",""user_id"":""1334853481019056128"",""screen_name"":""Mdy_Asmara1701""},""view_cnt"":17561,""quote_cnt"":12}",367,Mdy_Asmara1701,twit,id,anies,data-twit-anies.json,Mdy_Asmara1701,1742786274430468474,True,True,Luar biasa warga Ciamis ð Saat menghadiri AM1ENKAN Ciamis pak Anies Baswedan disambut massa yang membludak. Semangat perubahan tak bisa dihentikan! #AMINAjaDulu #AniesMuhaimin2024,luar biasa warga ciamis saat menghadiri am1enkan ciamis pak anies baswedan disambut massa yang membludak semangat perubahan tak bisa dihentikan aminajadulu aniesmuhaimin2024,41,375,1491,2022-04-11 01:02:04+00:00
ashokabarsha,"@ganjarpranowo @mohmahfudmd Kepemimpinan Ganjar menciptakan iklim investasi yang kondusif, mendorong pertumbuhan ekonomi dan lapangan kerja.",2024-01-04 18:00:16+00:00,tw-1742969208559002092,"{""scr_name"":""ashokabarsha"",""flw_cnt"":10,""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1702014325446295552/DSoSYuAA_normal.jpg"",""frn_cnt"":1,""username"":""ashokabarsha"",""sts_cnt"":110,""loc"":"""",""created_at"":""2023-09-01T12:37:40Z"",""name"":""Ashokabarsha"",""id"":""1697589508831862784""}","{""reply_cnt"":0,""url"":""https://twitter.com/ashokabarsha/status/1742969208559002092"",""view_cnt"":3,""source"":null,""fav_cnt"":0,""bookmark_cnt"":0,""quote_cnt"":0,""entities"":{""hashtags"":[]},""user"":{""flw_cnt"":10,""scr_name"":""ashokabarsha"",""frn_cnt"":1,""image"":""https://pbs.twimg.com/profile_images/1702014325446295552/DSoSYuAA_normal.jpg"",""lst_cnt"":0,""created_at"":""2023-09-01T12:37:40Z"",""loc"":"""",""sts_cnt"":110,""username"":""ashokabarsha"",""id"":""1697589508831862784"",""name"":""Ashokabarsha""},""rt_cnt"":0}",0,ganjarpranowo,twit,id,ganjar,data-twit-ganjar.json,,,False,True,"@ganjarpranowo @mohmahfudmd Kepemimpinan Ganjar menciptakan iklim investasi yang kondusif, mendorong pertumbuhan ekonomi dan lapangan kerja.",kepemimpinan ganjar menciptakan iklim investasi yang kondusif mendorong pertumbuhan ekonomi dan lapangan kerja,10,1,110,2023-09-01 12:37:40+00:00
TxtDariKuAja,@VIVAcoid Rakyat khawatir Kang Culik berulah lagi kalo Prabowo menang.,2024-01-04 18:00:16+00:00,tw-1742969208508719232,"{""loc"":"""",""frn_cnt"":351,""id"":""22114999"",""sts_cnt"":2090,""name"":""it's me"",""created_at"":""2009-02-27T06:24:30Z"",""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1659717542099972096/6zaKxaA7_normal.jpg"",""flw_cnt"":238,""scr_name"":""TxtDariKuAja"",""username"":""TxtDariKuAja""}","{""reply_cnt"":0,""entities"":{""hashtags"":[]},""user"":{""id"":""22114999"",""frn_cnt"":351,""loc"":"""",""name"":""it's me"",""sts_cnt"":2090,""image"":""https://pbs.twimg.com/profile_images/1659717542099972096/6zaKxaA7_normal.jpg"",""created_at"":""2009-02-27T06:24:30Z"",""lst_cnt"":0,""username"":""TxtDariKuAja"",""scr_name"":""TxtDariKuAja"",""flw_cnt"":238},""fav_cnt"":0,""rt_cnt"":0,""url"":""https://twitter.com/TxtDariKuAja/status/1742969208508719232"",""source"":null,""quote_cnt"":0}",0,VIVAcoid,twit,id,prabowo,data-twit-prabowo.json,,,False,True,@VIVAcoid Rakyat khawatir Kang Culik berulah lagi kalo Prabowo menang.,rakyat khawatir kang culik berulah lagi kalo prabowo menang,238,351,2090,2009-02-27 06:24:30+00:00
